event_code,event_name,timestamp,trial_number,trial_type
1,Trial Start,0.0,1,1
7,Lick,2.0954324236812503,1,1
3,Odor On,5.091867610173626,1,1
7,Lick,6.884433634299092,1,1
7,Lick,7.087871885926866,1,1
4,Odor Off,7.091867610173626,1,1
5,Reward On,7.091867610173626,1,1
7,Lick,7.168030644623727,1,1
7,Lick,7.246634386252634,1,1
7,Lick,7.325079281522212,1,1
7,Lick,7.407330518705742,1,1
6,Reward Off,7.591867610173626,1,1
7,Lick,7.793790961875048,1,1
7,Lick,7.875511484415973,1,1
7,Lick,7.9604465479856845,1,1
7,Lick,8.036401452847093,1,1
7,Lick,8.413466151394596,1,1
7,Lick,8.48702929737948,1,1
7,Lick,8.56461303327903,1,1
7,Lick,9.156889109266787,1,1
7,Lick,9.234624800397144,1,1
7,Lick,9.31399548897249,1,1
7,Lick,9.686121300653157,1,1
7,Lick,9.775598459928007,1,1
7,Lick,9.844070748265363,1,1
7,Lick,9.927220111137103,1,1
2,Trial End,10.927220111137103,1,1
1,Trial Start,10.927220111137103,2,1
7,Lick,12.901329002272004,2,1
3,Odor On,16.403533559982353,2,1
7,Lick,17.62246170718554,2,1
7,Lick,18.11982034319952,2,1
7,Lick,18.202479384038828,2,1
7,Lick,18.402546650868995,2,1
5,Reward On,18.403533559982353,2,1
4,Odor Off,18.403533559982353,2,1
6,Reward Off,18.903533559982353,2,1
7,Lick,18.973559717369383,2,1
7,Lick,19.05548497021397,2,1
7,Lick,19.44974739579803,2,1
7,Lick,19.525011947129922,2,1
7,Lick,19.602962536394365,2,1
7,Lick,19.992854159664976,2,1
7,Lick,20.368851273787023,2,1
7,Lick,20.450705326420085,2,1
7,Lick,20.517043597835457,2,1
7,Lick,20.60206459495891,2,1
7,Lick,20.67986303300417,2,1
7,Lick,20.7650833331267,2,1
7,Lick,22.010412505264,2,1
7,Lick,22.790918023914728,2,1
7,Lick,22.891902048457148,2,1
2,Trial End,23.891902048457148,2,1
1,Trial Start,23.891902048457148,3,2
7,Lick,24.0736247247836,3,2
2,Trial End,25.0736247247836,3,2
1,Trial Start,25.0736247247836,4,2
7,Lick,27.36987973485862,4,2
1,Trial Start,28.36987973485862,5,2
2,Trial End,28.36987973485862,4,2
3,Odor On,28.582248253214804,3,2
3,Odor On,29.87165260866808,4,2
4,Odor Off,30.582248253214804,3,2
4,Odor Off,31.87165260866808,4,2
3,Odor On,33.374668807886316,5,2
4,Odor Off,35.374668807886316,5,2
7,Lick,36.370351118917014,5,2
